device_id,timestamp,cpu_percent,ram_percent,disco_percent,latencia_ms,banda_mbps
1,2025-06-10 23:01:18,88.3,75.5,29.8,11.8,243.8
2,2025-06-10 23:01:18,24.7,87.7,61.3,10.5,530.8
3,2025-06-10 23:01:18,100.0,55.3,28.2,34.7,511.9
4,2025-06-10 23:01:18,36.1,63.2,39.4,23.4,502.6
5,2025-06-10 23:01:18,39.9,77.3,75.4,27.6,269.3
6,2025-06-10 23:01:18,90.8,45.7,50.6,24.8,369.5
7,2025-06-10 23:01:18,86.5,55.0,59.0,26.0,461.3
8,2025-06-10 23:01:18,57.2,76.5,57.2,16.2,263.5
9,2025-06-10 23:01:18,78.2,83.8,41.8,25.2,521.6
10,2025-06-10 23:01:18,84.8,39.0,53.1,19.3,627.7
11,2025-06-10 23:01:18,65.6,62.3,81.8,9.4,100.6
12,2025-06-10 23:01:18,59.9,45.9,44.2,30.6,592.0
13,2025-06-10 23:01:18,43.1,65.1,55.4,17.1,587.6
14,2025-06-10 23:01:18,34.2,45.3,98.9,17.3,416.6
15,2025-06-10 23:01:18,50.2,96.2,72.7,7.6,309.4
1,2025-06-10 23:11:18,36.6,55.4,42.0,18.6,418.9
2,2025-06-10 23:11:18,30.3,57.5,39.6,20.5,493.2
3,2025-06-10 23:11:18,72.4,62.0,57.0,29.3,661.3
4,2025-06-10 23:11:18,48.8,83.1,47.3,11.3,128.8
5,2025-06-10 23:11:18,33.1,73.7,75.6,22.5,547.0
6,2025-06-10 23:11:18,46.2,80.4,50.0,21.2,186.6
7,2025-06-10 23:11:18,45.2,71.5,52.8,14.0,456.8
8,2025-06-10 23:11:18,77.5,61.4,58.6,36.8,200.1
9,2025-06-10 23:11:18,24.0,75.3,46.0,9.8,306.5
10,2025-06-10 23:11:18,78.6,44.9,50.6,24.9,408.6
11,2025-06-10 23:11:18,67.7,81.6,60.2,22.1,305.3
12,2025-06-10 23:11:18,43.7,57.4,76.8,1.0,127.7
13,2025-06-10 23:11:18,9.4,68.2,10.0,11.5,306.8
14,2025-06-10 23:11:18,68.3,63.7,51.7,13.1,292.8
15,2025-06-10 23:11:18,46.0,73.8,80.9,19.7,318.6
1,2025-06-10 23:21:18,39.8,84.9,74.6,28.4,485.3
2,2025-06-10 23:21:18,75.6,77.6,17.3,26.9,528.1
3,2025-06-10 23:21:18,34.4,63.6,39.5,28.0,424.4
4,2025-06-10 23:21:18,44.4,61.7,30.6,43.9,639.9
5,2025-06-10 23:21:18,43.3,80.9,70.8,26.6,634.9
6,2025-06-10 23:21:18,48.2,57.4,30.3,22.7,591.3
7,2025-06-10 23:21:18,45.3,68.1,71.6,35.3,366.4
8,2025-06-10 23:21:18,46.2,46.7,65.1,4.3,329.9
9,2025-06-10 23:21:18,41.4,77.1,63.5,25.6,388.9
10,2025-06-10 23:21:18,49.8,61.4,47.0,6.3,241.7
11,2025-06-10 23:21:18,33.3,47.1,52.5,10.2,225.0
12,2025-06-10 23:21:18,66.6,64.9,49.5,10.6,355.9
13,2025-06-10 23:21:18,56.7,100.0,56.2,20.4,274.3
14,2025-06-10 23:21:18,28.8,35.9,66.8,31.2,735.1
15,2025-06-10 23:21:18,38.2,64.1,45.0,1.0,506.3
1,2025-06-10 23:31:18,61.3,66.8,38.8,33.7,552.5
2,2025-06-10 23:31:18,55.1,60.1,51.8,16.0,598.9
3,2025-06-10 23:31:18,74.2,72.3,33.7,17.7,184.4
4,2025-06-10 23:31:18,35.5,78.2,61.7,11.8,511.4
5,2025-06-10 23:31:18,39.1,88.6,31.7,17.3,442.8
6,2025-06-10 23:31:18,67.8,68.0,56.2,30.7,461.2
7,2025-06-10 23:31:18,65.2,63.4,63.8,18.1,750.3
8,2025-06-10 23:31:18,51.6,58.1,47.1,22.6,798.5
9,2025-06-10 23:31:18,38.3,54.4,83.8,1.7,166.1
10,2025-06-10 23:31:18,78.4,72.1,56.8,19.9,650.5
11,2025-06-10 23:31:18,49.8,78.3,45.7,32.6,363.6
12,2025-06-10 23:31:18,68.4,95.5,75.1,16.2,276.7
13,2025-06-10 23:31:18,5.0,71.9,43.4,20.8,581.6
14,2025-06-10 23:31:18,97.2,61.0,71.3,27.2,203.6
15,2025-06-10 23:31:18,58.5,100.0,69.6,5.0,10.0
1,2025-06-10 23:41:18,43.9,35.8,35.0,23.7,461.9
2,2025-06-10 23:41:18,56.3,52.1,57.9,24.1,632.5
3,2025-06-10 23:41:18,48.3,53.4,19.1,13.9,617.2
4,2025-06-10 23:41:18,41.1,57.0,79.3,39.2,10.0
5,2025-06-10 23:41:18,39.8,62.8,70.3,13.9,768.6
6,2025-06-10 23:41:18,51.4,79.2,72.0,17.2,44.4
7,2025-06-10 23:41:18,44.5,61.5,95.1,3.3,238.2
8,2025-06-10 23:41:18,57.5,59.3,21.6,1.0,10.0
9,2025-06-10 23:41:18,45.5,84.7,100.0,11.1,632.3
10,2025-06-10 23:41:18,62.9,58.1,41.6,27.2,842.9
11,2025-06-10 23:41:18,35.5,70.3,69.3,22.1,687.4
12,2025-06-10 23:41:18,100.0,49.9,69.2,25.5,343.5
13,2025-06-10 23:41:18,32.8,83.5,46.8,34.8,531.4
14,2025-06-10 23:41:18,73.0,45.2,72.0,13.1,618.9
15,2025-06-10 23:41:18,55.2,46.7,58.0,24.5,10.0
1,2025-06-10 23:51:18,26.0,55.8,100.0,1.0,348.8
2,2025-06-10 23:51:18,60.4,58.3,73.6,27.1,305.0
3,2025-06-10 23:51:18,66.3,75.9,82.3,18.0,474.7
4,2025-06-10 23:51:18,71.2,66.8,84.2,30.2,696.8
5,2025-06-10 23:51:18,70.7,70.8,90.0,40.3,506.6
6,2025-06-10 23:51:18,63.7,66.8,46.5,17.4,410.4
7,2025-06-10 23:51:18,67.7,67.1,61.5,30.0,102.3
8,2025-06-10 23:51:18,65.9,97.8,58.0,12.0,453.5
9,2025-06-10 23:51:18,100.0,78.6,32.2,26.0,407.1
10,2025-06-10 23:51:18,72.2,36.7,72.9,29.0,243.1
11,2025-06-10 23:51:18,65.4,47.5,80.0,24.1,384.7
12,2025-06-10 23:51:18,65.7,66.1,74.7,28.2,698.7
13,2025-06-10 23:51:18,70.7,55.5,63.7,21.3,600.2
14,2025-06-10 23:51:18,60.2,60.1,85.1,1.0,583.9
15,2025-06-10 23:51:18,38.6,56.7,76.2,7.1,363.1
1,2025-06-11 00:01:18,36.5,60.2,76.5,2.3,676.1
2,2025-06-11 00:01:18,49.1,55.9,83.2,12.8,669.5
3,2025-06-11 00:01:18,53.4,49.3,67.9,18.6,167.3
4,2025-06-11 00:01:18,44.9,92.6,42.5,26.8,458.4
5,2025-06-11 00:01:18,80.5,75.8,100.0,30.4,452.2
6,2025-06-11 00:01:18,71.2,65.6,36.1,14.7,656.2
7,2025-06-11 00:01:18,36.6,32.8,10.0,28.7,591.7
8,2025-06-11 00:01:18,51.7,47.9,47.3,12.7,858.7
9,2025-06-11 00:01:18,45.9,63.8,71.9,15.8,360.2
10,2025-06-11 00:01:18,81.9,83.8,40.9,22.7,624.7
11,2025-06-11 00:01:18,46.3,63.3,47.0,12.6,133.2
12,2025-06-11 00:01:18,21.3,66.2,65.2,25.1,491.5
13,2025-06-11 00:01:18,54.1,84.0,36.6,16.9,447.3
14,2025-06-11 00:01:18,71.8,77.9,56.9,33.0,262.8
15,2025-06-11 00:01:18,52.8,72.4,41.5,28.1,202.7
1,2025-06-11 00:11:18,32.1,67.5,34.0,17.6,456.6
2,2025-06-11 00:11:18,85.5,44.5,70.1,33.3,283.5
3,2025-06-11 00:11:18,49.8,10.9,49.7,25.8,352.5
4,2025-06-11 00:11:18,35.1,64.9,82.3,26.9,273.2
5,2025-06-11 00:11:18,32.4,77.1,62.6,21.9,281.9
6,2025-06-11 00:11:18,100.0,97.6,44.2,25.3,91.2
7,2025-06-11 00:11:18,57.0,84.6,84.9,28.4,260.0
8,2025-06-11 00:11:18,55.5,59.6,31.8,37.6,670.8
9,2025-06-11 00:11:18,15.8,84.2,45.8,29.9,380.9
10,2025-06-11 00:11:18,48.6,93.8,48.2,31.6,454.4
11,2025-06-11 00:11:18,35.7,66.6,39.4,1.0,598.7
12,2025-06-11 00:11:18,53.6,72.7,35.1,26.9,152.8
13,2025-06-11 00:11:18,38.0,65.8,85.1,23.2,742.5
14,2025-06-11 00:11:18,85.7,53.9,47.3,22.3,341.0
15,2025-06-11 00:11:18,76.1,80.6,36.6,19.6,824.3
1,2025-06-11 00:21:18,92.4,71.1,56.9,34.8,343.1
2,2025-06-11 00:21:18,31.7,76.3,81.2,27.0,93.3
3,2025-06-11 00:21:18,14.1,70.9,81.7,1.0,140.6
4,2025-06-11 00:21:18,42.6,88.8,52.8,41.2,501.0
5,2025-06-11 00:21:18,46.8,74.3,14.9,7.0,1024.0
6,2025-06-11 00:21:18,68.6,72.3,27.3,29.5,577.9
7,2025-06-11 00:21:18,68.6,91.7,60.8,19.7,166.7
8,2025-06-11 00:21:18,44.5,58.2,94.2,26.9,350.5
9,2025-06-11 00:21:18,84.6,87.2,52.3,15.1,220.8
10,2025-06-11 00:21:18,43.5,59.6,32.9,11.9,677.3
11,2025-06-11 00:21:18,38.0,49.5,50.0,30.7,212.0
12,2025-06-11 00:21:18,64.9,57.1,48.3,36.6,266.0
13,2025-06-11 00:21:18,89.0,67.7,26.8,21.7,221.9
14,2025-06-11 00:21:18,74.5,97.4,61.5,19.6,524.0
15,2025-06-11 00:21:18,61.2,70.6,76.3,25.9,657.3
1,2025-06-11 00:31:18,65.2,68.1,45.0,16.4,467.8
2,2025-06-11 00:31:18,69.8,94.0,82.4,18.0,584.9
3,2025-06-11 00:31:18,7.0,45.1,87.4,24.2,567.0
4,2025-06-11 00:31:18,62.5,64.9,48.5,25.3,632.4
5,2025-06-11 00:31:18,53.0,87.8,70.7,21.1,429.0
6,2025-06-11 00:31:18,70.8,100.0,23.2,10.0,509.5
7,2025-06-11 00:31:18,29.3,62.9,63.8,14.3,367.7
8,2025-06-11 00:31:18,42.9,77.5,37.7,27.0,305.8
9,2025-06-11 00:31:18,69.3,76.2,62.6,35.0,143.3
10,2025-06-11 00:31:18,68.2,51.4,22.8,8.2,327.7
11,2025-06-11 00:31:18,34.3,57.7,97.3,29.2,624.1
12,2025-06-11 00:31:18,100.0,81.7,53.4,5.5,192.1
13,2025-06-11 00:31:18,45.0,65.6,61.4,20.4,379.4
14,2025-06-11 00:31:18,37.8,51.0,56.4,25.9,480.2
15,2025-06-11 00:31:18,61.3,42.2,61.0,21.8,259.4
1,2025-06-11 00:41:18,47.4,89.0,93.2,5.1,241.6
2,2025-06-11 00:41:18,44.7,54.4,53.3,16.8,301.1
3,2025-06-11 00:41:18,55.6,65.7,35.7,7.0,781.4
4,2025-06-11 00:41:18,65.2,72.7,60.2,22.4,210.0
5,2025-06-11 00:41:18,64.0,80.8,51.9,19.1,46.7
6,2025-06-11 00:41:18,35.8,61.0,55.9,21.7,132.8
7,2025-06-11 00:41:18,20.1,83.3,33.7,6.2,506.8
8,2025-06-11 00:41:18,47.9,79.8,37.5,19.1,487.5
9,2025-06-11 00:41:18,68.6,68.7,87.1,29.3,21.8
10,2025-06-11 00:41:18,35.8,72.4,67.0,26.4,316.5
11,2025-06-11 00:41:18,45.5,64.2,59.1,1.0,365.5
12,2025-06-11 00:41:18,61.9,95.6,54.7,40.7,570.8
13,2025-06-11 00:41:18,65.1,83.3,29.3,35.9,57.3
14,2025-06-11 00:41:18,50.8,85.9,27.3,26.4,239.7
15,2025-06-11 00:41:18,45.3,74.3,67.8,38.5,517.0
1,2025-06-11 00:51:18,63.5,57.7,74.1,2.3,500.9
2,2025-06-11 00:51:18,61.0,92.0,10.0,42.5,400.2
3,2025-06-11 00:51:18,21.7,49.6,52.9,30.4,249.2
4,2025-06-11 00:51:18,94.5,63.4,57.9,1.0,872.9
5,2025-06-11 00:51:18,64.0,55.5,37.9,22.6,571.1
6,2025-06-11 00:51:18,81.0,62.8,69.1,26.8,406.5
7,2025-06-11 00:51:18,80.4,68.4,29.1,9.8,719.6
8,2025-06-11 00:51:18,49.1,58.4,62.5,15.7,310.7
9,2025-06-11 00:51:18,82.8,73.3,74.3,32.5,362.0
10,2025-06-11 00:51:18,62.8,63.7,58.9,18.7,630.1
11,2025-06-11 00:51:18,54.0,77.0,57.5,30.6,217.8
12,2025-06-11 00:51:18,58.2,93.1,74.4,28.2,233.0
13,2025-06-11 00:51:18,65.8,80.1,54.2,20.7,389.6
14,2025-06-11 00:51:18,78.9,64.6,46.8,22.9,196.8
15,2025-06-11 00:51:18,14.8,56.3,38.5,24.0,256.8
1,2025-06-11 01:01:18,55.7,72.1,76.3,21.5,758.0
2,2025-06-11 01:01:18,15.3,65.6,38.7,14.2,512.3
3,2025-06-11 01:01:18,18.5,53.1,71.9,11.1,415.9
4,2025-06-11 01:01:18,68.7,57.0,35.5,9.3,739.6
5,2025-06-11 01:01:18,46.0,78.8,60.2,18.0,503.0
6,2025-06-11 01:01:18,36.0,48.9,50.7,19.3,212.9
7,2025-06-11 01:01:18,52.0,67.3,59.0,16.1,257.9
8,2025-06-11 01:01:18,46.3,74.2,81.8,3.3,633.5
9,2025-06-11 01:01:18,59.1,69.6,30.2,12.2,171.1
10,2025-06-11 01:01:18,77.3,46.4,52.7,30.8,327.8
11,2025-06-11 01:01:18,8.7,57.5,57.9,1.3,286.2
12,2025-06-11 01:01:18,72.0,83.9,84.9,30.1,169.9
13,2025-06-11 01:01:18,33.0,73.5,41.6,40.7,257.4
14,2025-06-11 01:01:18,60.6,54.9,61.5,9.7,102.9
15,2025-06-11 01:01:18,38.3,42.7,72.5,21.9,756.9
1,2025-06-11 01:11:18,79.7,65.0,40.5,29.0,273.8
2,2025-06-11 01:11:18,44.9,53.9,69.7,29.3,276.2
3,2025-06-11 01:11:18,41.9,90.6,30.9,17.3,272.4
4,2025-06-11 01:11:18,63.9,78.3,81.4,7.6,367.0
5,2025-06-11 01:11:18,76.3,77.3,41.5,15.3,366.7
6,2025-06-11 01:11:18,67.2,89.0,71.6,17.9,182.2
7,2025-06-11 01:11:18,37.3,52.7,48.1,20.2,364.5
8,2025-06-11 01:11:18,70.1,58.0,54.2,16.7,342.9
9,2025-06-11 01:11:18,27.9,65.0,77.9,25.6,252.3
10,2025-06-11 01:11:18,57.3,62.1,65.9,20.6,625.2
11,2025-06-11 01:11:18,31.3,45.5,20.0,17.1,212.4
12,2025-06-11 01:11:18,42.1,88.6,48.5,13.0,677.4
13,2025-06-11 01:11:18,52.8,100.0,33.9,6.6,71.4
14,2025-06-11 01:11:18,84.7,71.0,69.3,22.8,407.2
15,2025-06-11 01:11:18,68.4,60.0,46.5,28.9,623.0
1,2025-06-11 01:21:18,52.6,43.4,41.5,4.8,490.3
2,2025-06-11 01:21:18,44.9,45.5,39.6,6.4,463.3
3,2025-06-11 01:21:18,34.6,84.5,69.8,9.1,655.3
4,2025-06-11 01:21:18,54.4,75.8,68.8,7.2,411.4
5,2025-06-11 01:21:18,44.5,100.0,42.5,30.8,568.3
6,2025-06-11 01:21:18,11.2,87.9,57.2,13.0,419.5
7,2025-06-11 01:21:18,74.5,87.3,53.8,17.8,318.7
8,2025-06-11 01:21:18,80.3,85.4,32.6,34.9,476.0
9,2025-06-11 01:21:18,69.2,82.9,73.9,30.5,750.5
10,2025-06-11 01:21:18,42.3,55.1,60.4,18.2,557.4
11,2025-06-11 01:21:18,27.3,63.5,58.3,6.5,770.5
12,2025-06-11 01:21:18,17.1,60.2,41.0,16.6,419.5
13,2025-06-11 01:21:18,54.8,61.4,23.6,16.0,371.0
14,2025-06-11 01:21:18,23.2,61.8,90.7,24.0,671.4
15,2025-06-11 01:21:18,47.8,95.8,73.3,22.5,618.2
1,2025-06-11 01:31:18,40.0,81.5,49.7,14.8,164.3
2,2025-06-11 01:31:18,58.6,60.5,32.9,27.0,154.0
3,2025-06-11 01:31:18,31.2,58.6,41.6,16.3,190.7
4,2025-06-11 01:31:18,30.8,57.4,74.1,2.8,690.6
5,2025-06-11 01:31:18,67.0,57.9,50.6,21.2,616.6
6,2025-06-11 01:31:18,21.8,94.7,50.3,6.6,366.9
7,2025-06-11 01:31:18,60.5,31.8,63.3,16.3,69.4
8,2025-06-11 01:31:18,61.5,66.9,43.1,18.3,962.9
9,2025-06-11 01:31:18,32.7,73.8,77.8,35.4,429.4
10,2025-06-11 01:31:18,25.0,67.9,90.7,9.5,620.6
11,2025-06-11 01:31:18,62.5,86.0,50.2,7.8,448.0
12,2025-06-11 01:31:18,51.9,55.5,76.3,18.7,76.6
13,2025-06-11 01:31:18,69.9,69.6,58.5,17.4,579.1
14,2025-06-11 01:31:18,70.4,77.0,43.0,24.7,10.0
15,2025-06-11 01:31:18,47.1,74.0,68.6,11.7,68.1
1,2025-06-11 01:41:18,81.5,58.4,96.0,12.7,227.8
2,2025-06-11 01:41:18,72.0,84.7,63.8,19.3,348.1
3,2025-06-11 01:41:18,56.0,67.0,66.5,27.5,562.7
4,2025-06-11 01:41:18,79.0,86.5,85.9,30.9,710.3
5,2025-06-11 01:41:18,52.1,65.4,45.3,1.0,379.6
6,2025-06-11 01:41:18,41.2,62.1,80.4,19.9,601.7
7,2025-06-11 01:41:18,71.6,54.1,69.7,12.4,350.8
8,2025-06-11 01:41:18,75.2,43.5,44.3,4.8,287.1
9,2025-06-11 01:41:18,52.8,75.5,100.0,10.5,158.4
10,2025-06-11 01:41:18,77.7,62.4,30.1,13.9,572.0
11,2025-06-11 01:41:18,30.4,67.8,74.3,47.0,855.8
12,2025-06-11 01:41:18,10.7,61.1,84.7,36.8,136.0
13,2025-06-11 01:41:18,42.0,62.7,14.7,1.9,225.3
14,2025-06-11 01:41:18,24.2,70.2,32.9,27.7,265.4
15,2025-06-11 01:41:18,9.8,62.1,89.9,20.6,10.0
1,2025-06-11 01:51:18,32.9,66.2,54.1,14.4,244.2
2,2025-06-11 01:51:18,5.0,69.0,51.0,39.8,434.4
3,2025-06-11 01:51:18,7.7,64.0,41.6,18.8,439.0
4,2025-06-11 01:51:18,79.7,58.2,45.0,16.2,502.1
5,2025-06-11 01:51:18,69.8,33.5,27.7,35.9,617.2
6,2025-06-11 01:51:18,41.5,63.7,55.9,8.1,441.3
7,2025-06-11 01:51:18,41.9,54.9,58.8,37.7,372.2
8,2025-06-11 01:51:18,48.7,68.1,57.6,14.0,536.3
9,2025-06-11 01:51:18,50.2,65.7,57.2,26.3,634.5
10,2025-06-11 01:51:18,31.7,66.3,73.3,18.5,346.4
11,2025-06-11 01:51:18,32.3,60.7,40.9,43.3,10.0
12,2025-06-11 01:51:18,60.3,56.3,87.0,2.5,514.0
13,2025-06-11 01:51:18,59.8,50.7,48.4,23.1,398.0
14,2025-06-11 01:51:18,48.4,63.4,76.7,24.7,495.4
15,2025-06-11 01:51:18,74.5,89.1,62.8,21.5,268.7
1,2025-06-11 02:01:18,57.2,56.4,46.3,29.7,205.3
2,2025-06-11 02:01:18,37.8,51.7,41.5,10.9,373.1
3,2025-06-11 02:01:18,60.2,80.0,71.8,22.3,10.0
4,2025-06-11 02:01:18,53.9,90.9,54.7,13.9,441.5
5,2025-06-11 02:01:18,71.8,42.9,86.1,28.6,368.0
6,2025-06-11 02:01:18,45.5,46.2,56.3,7.5,445.7
7,2025-06-11 02:01:18,66.5,72.5,27.4,9.5,178.0
8,2025-06-11 02:01:18,58.9,61.5,45.0,22.0,615.4
9,2025-06-11 02:01:18,51.2,59.0,37.2,23.1,528.3
10,2025-06-11 02:01:18,80.2,29.0,83.3,14.6,341.1
11,2025-06-11 02:01:18,63.3,71.4,75.3,22.7,331.2
12,2025-06-11 02:01:18,23.8,49.2,49.8,24.6,367.7
13,2025-06-11 02:01:18,97.5,57.7,66.5,23.8,411.8
14,2025-06-11 02:01:18,78.5,63.5,50.2,22.0,362.1
15,2025-06-11 02:01:18,62.5,70.8,100.0,20.2,482.1
1,2025-06-11 02:11:18,63.9,45.2,72.9,1.0,545.7
2,2025-06-11 02:11:18,84.7,82.4,59.7,23.2,489.7
3,2025-06-11 02:11:18,59.7,52.0,44.3,38.3,322.2
4,2025-06-11 02:11:18,45.7,88.0,39.9,24.2,577.3
5,2025-06-11 02:11:18,31.3,42.3,63.1,14.9,249.7
6,2025-06-11 02:11:18,41.0,38.3,56.1,21.8,613.2
7,2025-06-11 02:11:18,79.1,73.5,58.5,4.9,292.0
8,2025-06-11 02:11:18,48.3,64.3,28.1,20.7,706.9
9,2025-06-11 02:11:18,72.4,56.0,80.7,21.9,261.2
10,2025-06-11 02:11:18,39.9,47.2,66.2,37.4,517.1
11,2025-06-11 02:11:18,88.1,53.8,45.0,29.7,657.4
12,2025-06-11 02:11:18,88.7,65.9,83.7,11.0,497.8
13,2025-06-11 02:11:18,55.9,77.3,81.1,20.0,231.0
14,2025-06-11 02:11:18,34.8,59.9,59.0,28.3,236.9
15,2025-06-11 02:11:18,70.7,90.8,49.6,13.3,671.6
1,2025-06-11 02:21:18,66.0,72.2,35.9,15.3,632.8
2,2025-06-11 02:21:18,75.0,93.4,55.5,19.2,322.6
3,2025-06-11 02:21:18,53.2,56.9,64.7,18.3,238.9
4,2025-06-11 02:21:18,47.6,53.9,54.7,27.3,455.7
5,2025-06-11 02:21:18,49.1,51.3,51.5,12.5,212.8
6,2025-06-11 02:21:18,60.1,62.5,51.3,44.5,139.6
7,2025-06-11 02:21:18,58.6,64.3,67.9,18.3,582.5
8,2025-06-11 02:21:18,48.7,96.0,59.2,14.2,45.4
9,2025-06-11 02:21:18,67.1,77.0,42.8,23.5,340.7
10,2025-06-11 02:21:18,78.7,44.4,84.1,18.4,582.0
11,2025-06-11 02:21:18,90.1,69.9,18.6,27.0,235.3
12,2025-06-11 02:21:18,44.3,82.9,58.2,18.1,231.0
13,2025-06-11 02:21:18,32.4,94.2,58.5,5.8,430.3
14,2025-06-11 02:21:18,69.8,53.8,98.9,6.0,156.9
15,2025-06-11 02:21:18,82.8,57.7,72.1,10.0,623.5
1,2025-06-11 02:31:18,56.9,64.9,23.4,1.5,453.4
2,2025-06-11 02:31:18,44.1,44.8,67.3,16.8,641.3
3,2025-06-11 02:31:18,56.2,75.6,100.0,21.6,515.4
4,2025-06-11 02:31:18,52.8,35.7,80.2,22.4,327.9
5,2025-06-11 02:31:18,65.3,92.8,58.5,32.5,197.6
6,2025-06-11 02:31:18,45.7,49.9,82.2,9.3,494.3
7,2025-06-11 02:31:18,70.0,54.1,48.5,16.2,220.3
8,2025-06-11 02:31:18,50.5,77.8,56.8,14.8,680.1
9,2025-06-11 02:31:18,57.9,36.4,79.5,28.5,107.1
10,2025-06-11 02:31:18,35.8,61.6,55.7,14.8,386.7
11,2025-06-11 02:31:18,92.7,48.2,53.9,10.9,406.9
12,2025-06-11 02:31:18,90.8,67.7,43.3,17.3,319.7
13,2025-06-11 02:31:18,54.7,70.4,73.0,31.0,400.4
14,2025-06-11 02:31:18,39.9,70.2,85.5,28.1,10.0
15,2025-06-11 02:31:18,73.2,72.7,57.5,12.0,297.7
1,2025-06-11 02:41:18,57.1,99.1,100.0,24.0,914.4
2,2025-06-11 02:41:18,59.7,61.9,56.7,25.6,412.7
3,2025-06-11 02:41:18,49.8,50.2,68.0,25.2,431.9
4,2025-06-11 02:41:18,70.7,54.1,58.4,32.6,483.4
5,2025-06-11 02:41:18,75.7,43.2,31.5,19.9,334.6
6,2025-06-11 02:41:18,78.5,69.9,62.3,20.9,111.8
7,2025-06-11 02:41:18,20.1,58.7,40.4,27.2,340.4
8,2025-06-11 02:41:18,63.7,82.1,87.7,45.8,354.0
9,2025-06-11 02:41:18,49.2,70.4,100.0,5.4,375.3
10,2025-06-11 02:41:18,19.8,62.8,41.4,37.6,30.6
11,2025-06-11 02:41:18,68.8,75.5,64.6,15.2,255.5
12,2025-06-11 02:41:18,58.9,53.2,61.0,19.9,555.5
13,2025-06-11 02:41:18,62.4,63.6,55.9,36.9,487.5
14,2025-06-11 02:41:18,55.0,77.2,52.7,22.9,471.6
15,2025-06-11 02:41:18,66.0,74.4,64.5,13.6,388.9
1,2025-06-11 02:51:18,27.3,81.8,67.7,21.9,79.1
2,2025-06-11 02:51:18,42.5,30.1,58.6,21.1,254.4
3,2025-06-11 02:51:18,89.4,71.5,84.4,25.0,392.7
4,2025-06-11 02:51:18,100.0,77.5,100.0,21.9,10.0
5,2025-06-11 02:51:18,49.4,85.2,59.8,23.2,259.0
6,2025-06-11 02:51:18,25.9,80.5,93.5,33.3,511.0
7,2025-06-11 02:51:18,57.5,63.7,44.5,25.0,786.3
8,2025-06-11 02:51:18,43.8,50.6,70.4,24.3,432.1
9,2025-06-11 02:51:18,66.1,64.7,65.2,31.5,361.8
10,2025-06-11 02:51:18,44.0,61.5,47.0,15.3,802.8
11,2025-06-11 02:51:18,69.3,46.3,56.2,20.3,522.9
12,2025-06-11 02:51:18,45.1,48.9,46.7,24.5,914.0
13,2025-06-11 02:51:18,70.2,63.9,60.9,15.4,499.1
14,2025-06-11 02:51:18,78.5,55.5,81.9,24.7,331.4
15,2025-06-11 02:51:18,62.5,38.2,44.6,30.8,283.9
1,2025-06-11 03:01:18,55.6,85.4,97.3,31.0,666.4
2,2025-06-11 03:01:18,86.2,63.0,76.2,26.6,503.9
3,2025-06-11 03:01:18,17.5,64.3,61.9,27.5,381.5
4,2025-06-11 03:01:18,81.3,59.2,70.0,11.6,10.0
5,2025-06-11 03:01:18,84.2,71.3,35.1,18.8,213.3
6,2025-06-11 03:01:18,66.2,76.6,56.8,37.2,707.1
7,2025-06-11 03:01:18,48.5,72.4,56.6,14.8,835.5
8,2025-06-11 03:01:18,64.5,62.8,48.0,25.1,30.2
9,2025-06-11 03:01:18,46.9,56.2,54.6,29.3,10.0
10,2025-06-11 03:01:18,54.1,68.8,57.1,10.7,295.9
11,2025-06-11 03:01:18,42.2,59.9,67.9,31.0,440.5
12,2025-06-11 03:01:18,55.4,81.1,52.0,23.5,562.5
13,2025-06-11 03:01:18,85.7,63.5,67.7,30.4,335.2
14,2025-06-11 03:01:18,83.4,62.6,98.4,17.5,522.0
15,2025-06-11 03:01:18,57.6,99.0,32.2,27.8,571.7
1,2025-06-11 03:11:18,50.5,70.4,43.3,13.1,562.6
2,2025-06-11 03:11:18,42.4,74.1,85.6,6.4,209.1
3,2025-06-11 03:11:18,50.4,75.8,47.8,20.1,539.6
4,2025-06-11 03:11:18,30.3,61.6,13.3,27.5,110.7
5,2025-06-11 03:11:18,55.0,82.7,64.6,12.5,626.4
6,2025-06-11 03:11:18,74.7,62.7,54.7,20.3,290.2
7,2025-06-11 03:11:18,36.5,69.5,48.1,20.4,459.3
8,2025-06-11 03:11:18,50.5,65.7,96.5,23.8,275.1
9,2025-06-11 03:11:18,41.9,44.8,71.4,32.6,32.4
10,2025-06-11 03:11:18,60.1,35.3,37.8,22.0,521.5
11,2025-06-11 03:11:18,61.3,59.6,64.4,13.4,917.1
12,2025-06-11 03:11:18,34.7,54.3,54.4,12.1,513.4
13,2025-06-11 03:11:18,74.2,48.3,55.7,16.5,904.8
14,2025-06-11 03:11:18,30.7,41.8,79.3,41.7,116.9
15,2025-06-11 03:11:18,59.8,72.4,69.1,24.2,490.8
1,2025-06-11 03:21:18,77.2,54.8,52.6,19.1,293.9
2,2025-06-11 03:21:18,86.6,39.3,77.2,14.4,292.8
3,2025-06-11 03:21:18,58.5,14.7,71.7,2.7,10.0
4,2025-06-11 03:21:18,53.7,73.8,100.0,32.1,508.3
5,2025-06-11 03:21:18,74.5,63.0,100.0,7.2,324.5
6,2025-06-11 03:21:18,92.5,53.8,55.1,34.5,167.0
7,2025-06-11 03:21:18,62.7,61.8,40.5,15.5,354.4
8,2025-06-11 03:21:18,21.1,41.3,51.0,23.9,843.5
